607.9274189571269	17.78	761.78
1827.714606122959	19.14	764.495
3057.1186802553525	20.705000000000002	767.6800000000001
4295.955673746579	22.51	771.065
5545.767569673627	24.585	774.45
6806.321104928002	26.985000000000003	777.655
8075.295679375742	29.745000000000005	780.8199999999999
9351.328610396149	32.92999999999999	783.45
10631.342125974197	36.6	784.95
11916.08305299615	40.830000000000005	786.13
13205.941024799446	45.71	787.63
14500.535825411816	51.330000000000005	789.415
15798.56831360659	57.81	790.88
17098.113527687052	65.28	791.415
18399.775032384598	73.89	791.8050000000001
19705.437947042552	83.815	792.745
21017.154812081248	95.255	794.3299999999999
22338.220258727524	108.44000000000001	796.64
23671.470055418573	123.64000000000001	800.255
25017.27692674163	141.16000000000003	804.3499999999999
26375.054494613632	161.35500000000002	808.25
27744.620543651497	184.63000000000002	811.9549999999999
29125.824477167134	211.465	815.5999999999999
30518.294725497857	242.39500000000004	819.2149999999999
31921.666767347306	278.045	822.785
33334.4828269684	319.14	826.13
34755.2749838072	366.51	828.76
36184.309821518866	421.11499999999995	831.1949999999999
37622.71731677971	484.05	834.035
39072.180062662104	556.5899999999999	837.17
40534.35063962448	640.24	840.8
42010.122703060675	736.64	845.0899999999999
43500.07463837445	847.74	849.585
45005.09717994263	975.79	854.2049999999999
46525.8630703489	1123.44	859.035
48062.45452639457	1293.59	864.14
49614.44609712822	1489.79	869.005
51182.169330297926	1715.89	873.8
52767.72353793143	1976.4900000000002	879.06
54373.142061840335	2276.94	884.985
56000.431294580725	2623.19	891.5899999999999
57651.46885111185	3022.3900000000003	898.78
59327.885035335195	3482.4900000000002	906.555
61031.50866878017	4012.84	914.905
62764.3309339435	4624.14	923.835
64528.51110349282	5328.89	933.365
66328.0116136989	6140.89	943.795
68167.46338861003	7077.389999999999	955.56
70051.70056712214	8156.389999999999	968.995
71993.85944081921	9400.39	984.055
74010.22627908656	10834.39	1005.49
76108.51161373324	12487.39	1030.935
78291.2106071069	14392.89	1057.2350000000001
80561.12913104455	16588.89	1084.405
82921.17998113528	19120.39	1112.4650000000001
85373.85200748964	22038.39	1141.395
87921.69899458982	25401.89	1171.21
90566.90518141158	29278.890000000003	1201.94
93297.15150648223	33747.89	1233.4850000000001
96091.51234463607	38899.39	1256.295
98935.39147364582	44837.39	1274.32
101819.73503736302	51683.89000000001	1287.67
104745.11941942648	59568.89	1300.585
107715.78884006332	68663.89	1313.845
110734.84693177199	79148.89	1328.6799999999998
113808.58650489849	91228.89	1344.955
116945.72786990624	105158.88999999998	1363.35
120154.62831851168	121213.88999999998	1384.8049999999998
123445.48420419291	139718.88999999998	1408.9499999999998
126833.85984682347	161048.88999999998	1436.5099999999998
130334.7295687997	185638.88999999998	1470.0500000000002
133954.06587797348	213983.88999999998	1506.83
137692.83445086316	246653.88999999998	1543.955
141551.8491089368	284308.89	1580.9699999999998
145533.37309624432	327718.89	1617.96
149637.8819581188	377753.89	1654.9850000000001
153864.72829329118	435428.89	1691.9099999999999
158214.81401085304	501908.89	1728.58
162688.55498449728	578558.89	1765.0349999999999
167288.041516285	666858.89	1801.3249999999998
172013.4134809586	768708.89	1837.5300000000002
176866.47560727212	886058.89	1873.6750000000002
181848.26197519462	1021358.89	1909.745
186960.82873678044	1177258.8900000001	1945.7649999999999
192206.77885972068	1357008.8900000001	1981.75
197586.9804707432	1564208.8900000001	2017.9050000000002
203103.69809834083	1803058.89	2054.35
208759.2955036801	2078358.89	2091.075
214555.39217815656	2395658.8899999997	2128.04
220488.3555522142	2761458.8899999997	2165.245
