0.0	17.78	84657.25290436353
1215.8548379142537	20.5	84959.24914751237
2439.5743743316643	23.630000000000003	85287.27175229264
3674.662986179041	27.240000000000002	85652.41269227068
4917.248361314117	31.389999999999997	86028.83422905694
6174.286778033138	36.190000000000005	86395.36057395038
7438.355431822865	41.71	86749.5652186218
8712.235926928619	48.08	87072.24457988194
9990.42129386368	55.42	87302.7455542584
11272.262958084715	63.88000000000001	87452.24927278633
12559.903147907584	73.64	87601.19603162602
13851.978901691306	84.88000000000001	87783.45555924803
15149.092749132327	97.84	87964.75103671523
16448.043878080858	112.78	88078.42454559462
17748.18317729325	130.0	88132.73868597235
19051.366887475946	149.85	88208.30626313742
20359.509006609158	172.73	88349.09244048261
21674.800617553337	199.10000000000002	88564.85098968787
23001.639899901715	229.5	88891.44970732555
24341.300210935427	264.54	89316.3246748925
25693.253642547825	304.93	89760.33903484148
27056.85534667944	351.48	90187.68406852122
28432.38574062356	405.15000000000003	90601.25190614589
29819.26321371071	467.01000000000005	91006.84478841038
31217.326237285008	538.3100000000001	91405.96605968181
32626.007297409604	620.5	91788.39856941561
34042.958356527204	715.24	92116.98501471714
35467.59161108719	824.45	92394.93970300726
36901.02803195054	950.32	92688.03703289141
38344.40660160888	1095.4	93024.81944148109
39799.95352371533	1262.7	93406.78714418312
41268.747755533615	1455.5	93850.09958027399
42751.497650587735	1677.7	94337.34513480178
44248.65162616117	1933.8	94840.5416536903
45761.54273372409	2229.1	95363.35205834697
47290.183406973716	2569.4	95914.7048103473
48834.72564581543	2961.8	96470.51623992609
50394.166548441	3414.0	97012.48811786773
51970.17211215485	3935.2	97575.94732686071
53565.27496370802	4536.1	98201.17692107018
55181.00915997264	5228.6	98901.63040420278
56819.85342918881	6027.0	99670.8886226205
58483.084273034896	6947.2	100502.71935085295
60172.6857976355	8007.9	101396.18497395348
61890.33153992483	9230.5	102351.81262353223
63638.33032796217	10640.0	103376.58844061094
65418.69187902346	12264.0	104490.43539071546
67237.33134837434	14137.0	105728.22968438311
69097.59542884573	16295.0	107128.7864202811
71005.80570539855	18783.0	108711.26114264227
72981.91317623989	21651.0	110740.87381173065
75038.53938193325	24957.0	113349.65261790887
77178.48384553322	28768.0	116229.57333023591
79403.93736868058	33160.0	119205.2342840748
81718.32089340854	38223.0	122276.1141739935
84124.03906886201	44059.0	125438.25406283635
86623.66494611725	50786.0	128686.39944592741
89219.73304306237	58540.0	132013.4450742203
91914.07731976076	67478.0	135426.20610155072
94680.2256932037	77781.0	138414.4656547128
97502.7989960684	89657.0	140663.98788230313
100367.98395122326	103350.00000000001	142394.0328026845
103271.48612350278	119120.0	143847.2367194331
106218.7527153502	137310.0	145292.9157295652
109212.82496477646	158280.0	146843.54239598283
112256.86889876751	182440.0	148569.04061307415
115360.30411102944	210300.0	150497.5814527921
118531.15162878305	242410.0	152714.51193650218
121778.10500824031	279420.0	155260.14388878862
125112.8634001455	322080.0	158162.98435035525
128554.85629350145	371260.0	161605.33249140932
132114.60284409794	427950.0	165584.0807070079
135793.528911849	493290.0	169794.5963936194
139592.1399898773	568600.0	174048.10465113632
143511.5582279963	655420.0	178356.02919055114
147555.18796449233	755490.0	182731.40033341813
151720.57595174536	870840.0	187114.89185738564
156008.880634837	1003800.0	191496.47240788405
160420.74738686907	1157100.0	195925.09340449033
164956.36258212547	1333700.0	200413.0286835983
169619.72045044453	1537400.0	204917.75605846435
174407.1065114727	1772100.0	209476.11762814794
179325.84470307158	2042700.0	214111.73372941444
184370.6792473177	2354500.0	218803.93318007232
189550.97822624323	2714000.0	223562.08441102708
194862.5794931981	3128400.0	228367.99821291174
200311.38144828833	3606100.0	233243.04875325196
205896.0147483933	4156700.0	238220.41955766064
211622.57625896693	4791300.0	243267.96620367258
217488.2080973462	5522900.0	248246.8084351396
223488.50300708218	6366100.0	253140.2184962327
